NR_CONTA;10006
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;65.000,83;-1.089.358,15
20/01/2026;75;TRANSFERENCIA ENTRE CONTAS;TARIFA S  BOLETO;Sim;Dinheiro;;;0,98;80.058,65
20/01/2026;910;PAGAMENTO EM DINHEIRO;786 714 1 CABO SERVI;Sim;Dinheiro;;;103,61;79.955,04
20/01/2026;910;PAGAMENTO EM DINHEIRO;65 481 19 INTERNET R;Sim;Dinheiro;;;179,16;79.775,88
TOTAL DIA;;;;;;;25.686,19 ;49.319,61;79.775,88;-1.092.040,79
21/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;334;246,07;;80.021,95
21/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;210.126/1;;1,40;80.020,55
21/01/2026;910;PAGAMENTO EM DINHEIRO;55 141 1 WALTER DANI;Sim;Dinheiro;;;1.000,00;79.020,55
21/01/2026;910;PAGAMENTO EM DINHEIRO;55 142 1 RENATO ANDE;Sim;Dinheiro;;;1.000,00;78.020,55
21/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.821,15;;79.841,70
21/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.670,10;;81.511,80
21/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;27,00;;81.538,80
21/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;122,44;;81.661,24
21/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;280,12;;81.941,36
21/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;220862;1.451,95;;83.393,31
21/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220863;141,27;;83.534,58
21/01/2026;1040;LIQUIDACAO DE CARTAO;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220865;443,47;;83.978,05
21/01/2026;1040;LIQUIDACAO DE CARTAO;101436602 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220866;177,09;;84.155,14
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220831;103,97;;84.259,11
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220848;120,25;;84.379,36
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220820;93,19;;84.472,55
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220870;22,04;;84.494,59
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220830;156,54;;84.651,13
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220807;12,43;;84.663,56
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220812;37,86;;84.701,42
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220852;100,71;;84.802,13
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220836;137,25;;84.939,38
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220898;139,25;;85.078,63
21/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220910;17,85;;85.096,48
21/01/2026;910;PAGAMENTO EM DINHEIRO;771 928 1 BARAUNAS E;Sim;Dinheiro;;;570,00;84.526,48
21/01/2026;910;PAGAMENTO EM DINHEIRO;783 054 1 BARAUNAS E;Sim;Dinheiro;;;770,00;83.756,48
21/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;220962;136,27;;83.892,75
21/01/2026;1040;LIQUIDACAO DE CARTAO;100506496 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;220974;249,46;;84.142,21
21/01/2026;1040;LIQUIDACAO DE CARTAO;100506496 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220975;463,80;;84.606,01
21/01/2026;1040;LIQUIDACAO DE CARTAO;101436173 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;220976;64,18;;84.670,19
21/01/2026;1040;LIQUIDACAO DE CARTAO;101436602 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220977;76,12;;84.746,31
21/01/2026;1040;LIQUIDACAO DE CARTAO;102536023 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;220978;234,70;;84.981,01
21/01/2026;1040;LIQUIDACAO DE CARTAO;102536023 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220979;70,86;;85.051,87
21/01/2026;1040;LIQUIDACAO DE CARTAO;103953213 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;220980;891,24;;85.943,11
21/01/2026;1040;LIQUIDACAO DE CARTAO;103953213 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220981;1.462,37;;87.405,48
21/01/2026;95;C TED-TRANSF ELET DISPON;APORTE PARA IMPOSTO;Sim;Dinheiro;;3.000,00;;90.405,48
21/01/2026;888;TRANSF. CTAS (C);CTA ORIG  70 001;Sim;Dinheiro;2101;234,07;;90.639,55
21/01/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;153,06;;90.792,61
21/01/2026;95;C TED-TRANSF ELET DISPON;DIVERGENCIA NA TAXA CADASTRADA;Sim;Outro documento;;12,44;;90.805,05
TOTAL DIA;;;;;;;14.370,57 ;3.341,40;90.805,05;-1.079.344,92
22/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;336;137,75;;90.942,80
22/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;220.126/1;;1,40;90.941,40
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;33,06;;90.974,46
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;113,05;;91.087,51
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;655,50;;91.743,01
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;87,78;;91.830,79
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;18,00;;91.848,79
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;25,90;;91.874,69
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;27,10;;91.901,79
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.974,57;;93.876,36
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;278,58;;94.154,94
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;32,72;;94.187,66
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;81,66;;94.269,32
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;113,44;;94.382,76
22/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;220960;78,41;;94.461,17
22/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220961;800,38;;95.261,55
22/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;220963;277,81;;95.539,36
22/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;220964;301,42;;95.840,78
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;35,83;;95.876,61
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;157,28;;96.033,89
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;18,51;;96.052,40
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;244,72;;96.297,12
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;34,03;;96.331,15
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;120,59;;96.451,74
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;31,11;;96.482,85
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;164,96;;96.647,81
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.444,23;;98.092,04
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;36,68;;98.128,72
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.573,80;;99.702,52
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;892,45;;100.594,97
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;70,40;;100.665,37
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;140,13;;100.805,50
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;25,84;;100.831,34
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;323,95;;101.155,29
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;75,73;;101.231,02
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;503,50;;101.734,52
22/01/2026;1040;LIQUIDACAO DE CARTAO;100651755 ELO CREDITO DE CARTAO;Sim;Dinheiro;221098;275,01;;102.009,53
22/01/2026;1040;LIQUIDACAO DE CARTAO;103953213 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221099;98,88;;102.108,41
22/01/2026;1040;LIQUIDACAO DE CARTAO;100506496 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221107;416,22;;102.524,63
22/01/2026;1040;LIQUIDACAO DE CARTAO;102670897 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221108;146,19;;102.670,82
22/01/2026;1040;LIQUIDACAO DE CARTAO;102670897 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221109;98,17;;102.768,99
22/01/2026;1040;LIQUIDACAO DE CARTAO;103953213 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221110;1.678,94;;104.447,93
22/01/2026;1040;LIQUIDACAO DE CARTAO;103953213 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221111;4.249,76;;108.697,69
22/01/2026;889;TRANSF. CTAS (D);CTA DEST  959;Sim;Dinheiro;2201;;54.897,32;53.800,37
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220993;216,81;;54.017,18
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220968;109,03;;54.126,21
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220998;155,85;;54.282,06
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220943;82,03;;54.364,09
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221016;114,30;;54.478,39
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220994;265,37;;54.743,76
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220967;84,80;;54.828,56
22/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220938;169,68;;54.998,24
22/01/2026;95;C TED-TRANSF ELET DISPON;VALOR ENVIADO A MAIS;Sim;Dinheiro;;0,10;;54.998,34
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;4.000,00;;58.998,34
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.000,00;;59.998,34
22/01/2026;916;ENT. P/ DEP. DINHEIRO;95 CROSBY SHOPPING MIDWAY;Sim;Dinheiro;;2.650,00;;62.648,34
22/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;138,25;;62.786,59
TOTAL DIA;;;;;;;26.880,26 ;54.898,72;62.786,59;-1.109.238,82
23/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;340;2.416,93;;65.203,52
23/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;341;472,18;;65.675,70
23/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;230.126/1;;1,40;65.674,30
23/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;230.126/2;;1,40;65.672,90
23/01/2026;1040;LIQUIDACAO DE CARTAO;101436602 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221100;78,38;;65.751,28
23/01/2026;1040;LIQUIDACAO DE CARTAO;102536023 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221101;323,42;;66.074,70
23/01/2026;1040;LIQUIDACAO DE CARTAO;102670897 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221102;97,23;;66.171,93
23/01/2026;1040;LIQUIDACAO DE CARTAO;102536023 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221112;143,87;;66.315,80
23/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;221176;790,49;;67.106,29
23/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;221177;399,08;;67.505,37
23/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;221178;416,98;;67.922,35
23/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;221179;315,77;;68.238,12
23/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;221180;1.028,83;;69.266,95
23/01/2026;1040;LIQUIDACAO DE CARTAO;15451189 GETNET CREDITO DE CARTAO;Sim;Dinheiro;221181;1.496,55;;70.763,50
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;23,22;;70.786,72
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;149,25;;70.935,97
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;289,75;;71.225,72
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;193,20;;71.418,92
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;73,20;;71.492,12
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;854,10;;72.346,22
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;325,64;;72.671,86
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;2.752,15;;75.424,01
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.819,72;;77.243,73
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;2.260,05;;79.503,78
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;146,40;;79.650,18
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;714,63;;80.364,81
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221117;497,35;;80.862,16
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221218;143,34;;81.005,50
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221250;66,81;;81.072,31
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221126;93,72;;81.166,03
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221249;40,95;;81.206,98
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221163;69,97;;81.276,95
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221154;139,35;;81.416,30
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221164;181,32;;81.597,62
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221125;89,88;;81.687,50
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221162;102,55;;81.790,05
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221104;128,25;;81.918,30
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221220;280,75;;82.199,05
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221197;518,45;;82.717,50
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221206;17,65;;82.735,15
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221196;327,25;;83.062,40
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221232;53,25;;83.115,65
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221230;282,35;;83.398,00
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221158;61,55;;83.459,55
23/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221171;243,55;;83.703,10
23/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;221513;367,69;;84.070,79
23/01/2026;1298;AJUSTE NEGOCIACAO (D);15105053 ACERTO;Sim;Dinheiro;;;105,46;83.965,33
23/01/2026;1298;AJUSTE NEGOCIACAO (D);15105053 ACERTO;Sim;Dinheiro;;;153,37;83.811,96
23/01/2026;889;TRANSF. CTAS (D);CTA DEST  959;Sim;Dinheiro;2301;;9.690,00;74.121,96
23/01/2026;888;TRANSF. CTAS (C);CTA ORIG  20 010;Sim;Dinheiro;2301;5.800,00;;79.921,96
23/01/2026;889;TRANSF. CTAS (D);CTA DEST  959;Sim;Dinheiro;2301;;1.400,00;78.521,96
23/01/2026;910;PAGAMENTO EM DINHEIRO;26 255 1 SECRETARIA;Sim;Dinheiro;;;8,00;78.513,96
23/01/2026;910;PAGAMENTO EM DINHEIRO;2 201 202 601 1 CAIX;Sim;Dinheiro;;;120,44;78.393,52
23/01/2026;910;PAGAMENTO EM DINHEIRO;2 201 202 601 1 ERIC;Sim;Dinheiro;;;937,18;77.456,34
23/01/2026;910;PAGAMENTO EM DINHEIRO;65 595 1 SECRETARIA;Sim;Dinheiro;;;1.374,80;76.081,54
23/01/2026;910;PAGAMENTO EM DINHEIRO;701 202 601 1 SABRIN;Sim;Dinheiro;;;11.225,22;64.856,32
23/01/2026;889;TRANSF. CTAS (D);CTA DEST  60 001;Sim;Dinheiro;2301;;722,29;64.134,03
23/01/2026;910;PAGAMENTO EM DINHEIRO;959 595 1 CROSBY REC;Sim;Dinheiro;;;894,00;63.240,03
23/01/2026;910;PAGAMENTO EM DINHEIRO;6 986 565 230 FABIO;Sim;Dinheiro;;;4.000,00;59.240,03
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;135,11;;59.375,14
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;182,10;;59.557,24
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;64,40;;59.621,64
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;76,09;;59.697,73
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;38,33;;59.736,06
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;172,78;;59.908,84
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;48,06;;59.956,90
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;14,58;;59.971,48
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;236,18;;60.207,66
23/01/2026;1040;LIQUIDACAO DE CARTAO;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221586;342,98;;60.550,64
23/01/2026;1040;LIQUIDACAO DE CARTAO;101436173 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221587;489,72;;61.040,36
23/01/2026;1040;LIQUIDACAO DE CARTAO;102536023 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221588;152,42;;61.192,78
23/01/2026;1040;LIQUIDACAO DE CARTAO;102536023 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221589;157,69;;61.350,47
23/01/2026;1040;LIQUIDACAO DE CARTAO;102670897 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221590;114,13;;61.464,60
23/01/2026;1040;LIQUIDACAO DE CARTAO;102670897 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221591;98,21;;61.562,81
23/01/2026;1040;LIQUIDACAO DE CARTAO;102670897 ELO CREDITO DE CARTAO;Sim;Dinheiro;221592;208,73;;61.771,54
23/01/2026;1040;LIQUIDACAO DE CARTAO;103953213 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221593;5.182,44;;66.953,98
23/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;221609;2.104,90;;69.058,88
23/01/2026;1040;LIQUIDACAO DE CARTAO;85314307 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;221610;3.293,34;;72.352,22
23/01/2026;1040;LIQUIDACAO DE CARTAO;85533173 ELO CREDITO DE CARTAO;Sim;Dinheiro;221611;664,23;;73.016,45
23/01/2026;75;TRANSFERENCIA ENTRE CONTAS;PROBLEMA BAIXAS GETNET NA DATA ERRADA;Sim;Outro documento;;;4.447,69;68.568,76
23/01/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;94,78;;68.663,54
23/01/2026;95;C TED-TRANSF ELET DISPON;DIVERGENCIA NA TAXA CADASTRADA;Sim;Outro documento;;1,00;;68.664,54
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;585,72;;69.250,26
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;3.072,48;;72.322,74
23/01/2026;910;PAGAMENTO EM DINHEIRO;65 959 1 CONFIANCA S;Sim;Dinheiro;;;10.000,00;62.322,74
23/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;668,91;;62.991,65
23/01/2026;75;TRANSFERENCIA ENTRE CONTAS;TITULO QUE NAO BAIXOU NO COB;Sim;Outro documento;;;668,91;62.322,74
TOTAL DIA;;;;;;;45.286,31 ;45.750,16;62.322,74;-1.108.561,51
24/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;72,82;;62.395,56
24/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;7.527,46;;69.923,02
24/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;186,91;;70.109,93
24/01/2026;916;ENT. P/ DEP. DINHEIRO;6156 FRANQUIA SHOPPING CIDADE JARDIM;Sim;Dinheiro;;2.850,00;;72.959,93
TOTAL DIA;;;;;;;10.637,19 ;0,00;72.959,93;-1.108.561,51
26/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221372;254,04;;73.213,97
26/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221323;152,01;;73.365,98
26/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221319;180,51;;73.546,49
26/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221291;599,65;;74.146,14
26/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;221350;31,74;;74.177,88
26/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;343;237,67;;74.415,55
26/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;345;641,89;;75.057,44
26/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;346;705,62;;75.763,06
26/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;347;30,13;;75.793,19
